AeroDyn airfoil file.  Compatible with AeroDyn v13.0.
This file was generated automatically by HARP_Opt.
This data represents a 21.7 percent thick airfoil, and was interpolated between the airfoil data in the files FFA_0240.dat and FFA_0210.dat.
  1           Number of airfoil tables in this file
 1.703         Table ID parameter (Reynolds number in millions)
11.776         Stall angle (deg)
  0           Zero lift angle of attack (deg)
  0           Cn slope for zero lift (dimensionless)
  0           Cn at stall value for positive angle of attack
  0           Cn at stall value for negative angle of attack
  0           Angle of attack for minimum CD (deg)
  0           Minimum CD value
-180.000    0.0000    0.1610    -1.0000
-170.000    0.2674    0.1964    -1.0000
-160.000    0.5340    0.3000    -1.0000
-150.000    0.7975    0.4583    -1.0000
-140.000    0.7004    0.6503    -1.0000
-130.000    0.5935    0.8521    -1.0000
-120.000    0.4695    1.0378    -1.0000
-110.000    0.3227    1.1818    -1.0000
-100.000    0.1612    1.2657    -1.0000
-90.000    0.0000    1.2765    -1.0000
-80.000    -0.1612    1.2657    -1.0000
-70.000    -0.3227    1.1818    -1.0000
-60.000    -0.4695    1.0378    -1.0000
-50.000    -0.5935    0.8521    -1.0000
-40.000    -0.7004    0.6503    -1.0000
-30.000    -0.7983    0.4635    -1.0000
-20.000    -0.5563    0.2816    -0.7230
-10.000    -0.6304    0.1971    -4.3499
-3.490    -0.0989    0.0047    -1.1407
-2.280    0.0508    0.0060    -0.8772
-1.050    0.1976    0.0067    -0.8648
0.000    0.3246    0.0074    -0.9468
0.377    0.3703    0.0076    -0.9824
0.754    0.4161    0.0076    -1.0199
1.131    0.4616    0.0077    -1.0574
1.506    0.5066    0.0078    -1.1004
1.879    0.5514    0.0079    -1.1436
2.251    0.5963    0.0079    -1.1867
2.620    0.6410    0.0080    -1.2344
2.987    0.6852    0.0083    -1.2834
3.351    0.7291    0.0087    -1.3319
3.711    0.7718    0.0090    -1.3824
4.067    0.8142    0.0091    -1.4330
4.419    0.8568    0.0092    -1.4830
4.767    0.8980    0.0093    -1.5410
5.109    0.9387    0.0094    -1.5987
5.447    0.9788    0.0096    -1.6575
5.779    1.0189    0.0099    -1.7153
6.105    1.0574    0.0102    -1.7902
6.424    1.0940    0.0106    -1.8677
6.737    1.1301    0.0107    -1.9469
7.043    1.1654    0.0109    -2.0345
7.342    1.1996    0.0112    -2.1199
7.634    1.2327    0.0116    -2.2042
7.917    1.2644    0.0120    -2.3011
8.192    1.2952    0.0124    -2.4025
8.459    1.3249    0.0126    -2.5017
8.718    1.3535    0.0129    -2.6077
8.967    1.3808    0.0135    -2.7100
9.207    1.4070    0.0141    -2.8082
9.437    1.4315    0.0149    -2.9022
9.658    1.4541    0.0161    -2.9921
9.869    1.4757    0.0174    -3.0779
10.070    1.4954    0.0188    -3.1542
10.261    1.5139    0.0202    -3.2265
10.441    1.5305    0.0217    -3.2948
10.610    1.5461    0.0231    -3.3591
10.768    1.5606    0.0244    -3.4159
10.915    1.5739    0.0258    -3.4669
11.051    1.5855    0.0271    -3.5140
11.176    1.5960    0.0284    -3.5571
11.289    1.6056    0.0296    -3.5963
11.391    1.6138    0.0308    -3.6315
11.481    1.6206    0.0320    -3.6626
11.559    1.6267    0.0330    -3.6896
11.625    1.6317    0.0340    -3.7125
11.679    1.6359    0.0346    -3.7313
11.722    1.6392    0.0352    -3.7459
11.752    1.6415    0.0356    -3.7564
11.770    1.6429    0.0359    -3.7627
11.776    1.6433    0.0360    -3.7648
11.793    1.6442    0.0366    -3.7707
11.844    1.6466    0.0382    -3.7884
11.930    1.6508    0.0410    -3.8179
12.049    1.6566    0.0450    -3.8591
12.202    1.6634    0.0511    -3.9121
12.389    1.6697    0.0620    -3.9760
12.609    1.6756    0.0752    -4.0334
12.863    1.6789    0.0914    -4.0995
13.149    1.6899    0.1054    -4.1742
13.469    1.7049    0.1195    -4.2378
13.820    1.7231    0.1339    -4.2757
14.204    1.7471    0.1478    -4.3170
14.620    1.7714    0.1630    -4.3619
15.066    1.7965    0.1784    -4.4104
15.544    1.8182    0.1945    -4.4615
16.051    1.8407    0.2121    -4.5136
16.589    1.8619    0.2309    -4.5688
17.155    1.8799    0.2510    -4.6270
17.751    1.8949    0.2716    -4.7290
18.374    1.9082    0.2928    -4.8331
19.024    1.9263    0.3153    -4.3430
19.702    1.9506    0.3432    -3.3440
20.405    1.9727    0.3747    -2.5070
21.134    1.9933    0.4062    -1.8324
21.887    2.0139    0.4390    -1.3081
22.663    2.0337    0.4781    -1.0000
23.463    2.0519    0.5189    -1.0000
24.285    2.0678    0.5597    -1.0000
25.128    2.0832    0.6049    -1.0000
25.992    2.0983    0.6535    -1.0000
26.875    2.1104    0.7041    -1.0000
27.777    2.1215    0.7570    -1.0000
28.696    2.1381    0.8150    -1.0000
29.633    2.1520    0.8645    -1.0000
30.585    2.1563    0.9102    -1.0000
31.551    2.1531    0.9548    -1.0000
32.532    2.1488    1.0002    -1.0000
33.526    2.1420    1.0453    -1.0000
34.531    2.1314    1.0909    -1.0000
35.547    2.1181    1.1362    -1.0000
36.573    2.1025    1.1813    -1.0000
37.607    2.0843    1.2259    -1.0000
38.649    2.0637    1.2700    -1.0000
39.697    2.0408    1.3133    -1.0000
40.751    2.0163    1.3561    -1.0000
41.810    1.9899    1.3983    -1.0000
42.871    1.9615    1.4392    -1.0000
43.935    1.9311    1.4789    -1.0000
45.000    1.8990    1.5173    -1.0000
50.000    1.7266    1.6761    -1.0000
60.000    1.2890    1.8630    -1.0000
70.000    0.7921    1.8365    -1.0000
80.000    0.3278    1.5868    -1.0000
90.000    0.0003    1.2765    -1.0000
100.000    -0.1617    1.2658    -1.0000
110.000    -0.3224    1.1823    -1.0000
120.000    -0.4691    1.0372    -1.0000
130.000    -0.5936    0.8521    -1.0000
