AeroDyn airfoil file.  Compatible with AeroDyn v13.0.
This file was generated automatically by HARP_Opt.
This data represents a 57.6 percent thick airfoil, and was interpolated between the airfoil data in the files FFA_1000.dat and FFA_0300.dat.
  1           Number of airfoil tables in this file
 1.679         Table ID parameter (Reynolds number in millions)
 5.855         Stall angle (deg)
  0           Zero lift angle of attack (deg)
  0           Cn slope for zero lift (dimensionless)
  0           Cn at stall value for positive angle of attack
  0           Cn at stall value for negative angle of attack
  0           Angle of attack for minimum CD (deg)
  0           Minimum CD value
-180.000    0.0000    0.2150    -1.7886
-170.000    0.0939    0.2150    -1.7886
-160.000    0.1879    0.2682    -1.7886
-150.000    0.2818    0.3721    -1.7886
-140.000    0.3184    0.4998    -1.7886
-130.000    0.2957    0.6362    -1.7886
-120.000    0.2488    0.7654    -1.7886
-110.000    0.1792    0.8719    -1.7886
-100.000    0.0932    0.9436    -1.7886
-90.000    0.0000    0.9722    -1.7886
-80.000    -0.0932    0.9436    -1.7886
-70.000    -0.1792    0.8719    -1.7886
-60.000    -0.2488    0.7654    -1.7886
-50.000    -0.2957    0.6362    -1.7886
-40.000    -0.3184    0.4998    -1.7886
-30.000    -0.2911    0.3967    -1.7886
-20.000    -0.2190    0.3314    -1.8795
-10.000    -0.1468    0.2660    -3.0236
-4.179    -0.1496    0.2280    -1.9469
-2.720    -0.0961    0.2264    -1.8680
-0.854    -0.0093    0.2274    -1.7774
0.532    0.0927    0.2310    -1.9298
1.727    0.1840    0.2274    -2.0327
2.406    0.2482    0.2265    -2.0911
3.068    0.2986    0.2267    -2.1481
3.855    0.3622    0.2261    -2.2158
4.311    0.3967    0.2269    -2.2550
4.343    0.3989    0.2258    -2.2578
4.370    0.4026    0.2261    -2.2601
4.761    0.4360    0.2252    -2.2937
5.806    0.5058    0.2264    -2.3836
6.533    0.5457    0.2281    -2.4462
7.023    0.5938    0.2260    -2.4944
7.504    0.6205    0.2276    -2.5417
8.245    0.6557    0.2301    -2.6146
8.970    0.6928    0.2320    -2.6859
9.666    0.7166    0.2342    -2.7544
11.232    0.6026    0.2723    -2.6360
13.048    0.5583    0.2920    -2.4987
14.651    0.5618    0.3018    -2.5262
16.361    0.5573    0.3110    -2.5556
18.277    0.5394    0.3233    -2.5513
20.200    0.5479    0.3372    -2.5470
21.950    0.5385    0.3442    -1.7886
23.840    0.5555    0.3596    -1.7886
25.879    0.5775    0.3800    -1.7886
28.875    0.5330    0.3967    -1.7886
31.399    0.5168    0.4156    -1.7886
33.226    0.4987    0.4326    -1.7886
34.237    0.4669    0.4379    -1.7886
34.287    0.4601    0.4391    -1.7886
40.000    0.4548    0.4998    -1.7886
50.000    0.4225    0.6362    -1.7886
60.000    0.3554    0.7654    -1.7886
70.000    0.2560    0.8719    -1.7886
80.000    0.1331    0.9436    -1.7886
90.000    0.0000    0.9722    -1.7886
100.000    -0.0932    0.9436    -1.7886
110.000    -0.1792    0.8719    -1.7886
120.000    -0.2488    0.7654    -1.7886
130.000    -0.2957    0.6362    -1.7886
140.000    -0.3184    0.4998    -1.7886
150.000    -0.2818    0.3721    -1.7886
160.000    -0.1879    0.2682    -1.7886
170.000    -0.0939    0.2150    -1.7886
180.000    0.0000    0.2150    -1.7886
EOT 1
