AeroDyn airfoil file.  Compatible with AeroDyn v13.0.
This file was generated automatically by HARP_Opt.
This data represents a 46.9 percent thick airfoil, and was interpolated between the airfoil data in the files FFA_1000.dat and FFA_0300.dat.
  1           Number of airfoil tables in this file
 1.598         Table ID parameter (Reynolds number in millions)
 7.332         Stall angle (deg)
  0           Zero lift angle of attack (deg)
  0           Cn slope for zero lift (dimensionless)
  0           Cn at stall value for positive angle of attack
  0           Cn at stall value for negative angle of attack
  0           Angle of attack for minimum CD (deg)
  0           Minimum CD value
-180.000    0.0000    0.1355    -1.4829
-170.000    0.1177    0.1355    -1.4829
-160.000    0.2353    0.2021    -1.4829
-150.000    0.3529    0.3322    -1.4829
-140.000    0.3987    0.4921    -1.4829
-130.000    0.3703    0.6631    -1.4829
-120.000    0.3116    0.8248    -1.4829
-110.000    0.2245    0.9582    -1.4829
-100.000    0.1167    1.0480    -1.4829
-90.000    0.0000    1.0838    -1.4829
-80.000    -0.1167    1.0480    -1.4829
-70.000    -0.2245    0.9582    -1.4829
-60.000    -0.3116    0.8248    -1.4829
-50.000    -0.3703    0.6631    -1.4829
-40.000    -0.3987    0.4921    -1.4829
-30.000    -0.3646    0.3631    -1.4829
-20.000    -0.2742    0.2813    -1.5968
-10.000    -0.1838    0.1994    -3.0295
-4.179    -0.1874    0.1518    -1.6811
-2.720    -0.1204    0.1498    -1.5824
-0.854    -0.0116    0.1511    -1.4689
0.532    0.1161    0.1555    -1.6598
1.727    0.2304    0.1510    -1.7886
2.406    0.3108    0.1499    -1.8617
3.068    0.3740    0.1501    -1.9331
3.855    0.4535    0.1494    -2.0179
4.311    0.4969    0.1504    -2.0670
4.343    0.4996    0.1490    -2.0704
4.370    0.5041    0.1494    -2.0733
4.761    0.5460    0.1483    -2.1155
5.806    0.6335    0.1498    -2.2281
6.533    0.6835    0.1519    -2.3064
7.023    0.7436    0.1493    -2.3668
7.504    0.7771    0.1512    -2.4261
8.245    0.8212    0.1544    -2.5173
8.970    0.8677    0.1568    -2.6067
9.666    0.8975    0.1596    -2.6924
11.232    0.7547    0.2073    -2.5442
13.048    0.6993    0.2320    -2.3722
14.651    0.7036    0.2442    -2.4066
16.361    0.6979    0.2558    -2.4434
18.277    0.6756    0.2712    -2.4381
20.200    0.6862    0.2885    -2.4327
21.950    0.6744    0.2973    -1.4829
23.840    0.6957    0.3165    -1.4829
25.879    0.7232    0.3421    -1.4829
28.875    0.6675    0.3631    -1.4829
31.399    0.6472    0.3867    -1.4829
33.226    0.6245    0.4080    -1.4829
34.237    0.5847    0.4147    -1.4829
34.287    0.5762    0.4162    -1.4829
40.000    0.5696    0.4921    -1.4829
50.000    0.5291    0.6631    -1.4829
60.000    0.4451    0.8248    -1.4829
70.000    0.3206    0.9582    -1.4829
80.000    0.1667    1.0480    -1.4829
90.000    0.0000    1.0838    -1.4829
100.000    -0.1167    1.0480    -1.4829
110.000    -0.2245    0.9582    -1.4829
120.000    -0.3116    0.8248    -1.4829
130.000    -0.3703    0.6631    -1.4829
140.000    -0.3987    0.4921    -1.4829
150.000    -0.3529    0.3322    -1.4829
160.000    -0.2353    0.2021    -1.4829
170.000    -0.1177    0.1355    -1.4829
180.000    0.0000    0.1355    -1.4829
EOT 1
